grad_norm,avg_grad_norm
0.006407353292161133,0.0008115557720884681
0.0006058058174858161,0.00010256076348014176
0.00020551928946588305,4.923283995594829e-05
0.00012185064815639635,4.235966844134964e-05
9.926099107815389e-05,4.40017283835914e-05
9.025589292832592e-05,4.382828046800569e-05
9.01806560023033e-05,4.686537431553006e-05
8.914072066090739e-05,4.748064384330064e-05
0.00014188255147473683,4.8242698539979756e-05
8.481338505816893e-05,4.781831376021728e-05
8.617456933279755e-05,4.633331627701409e-05
8.758211305348595e-05,4.7456269385293126e-05
8.87204045056933e-05,4.640420957002789e-05
8.334347126037756e-05,4.589121454046108e-05
8.652365988837118e-05,4.690595233114436e-05
8.744492970436113e-05,4.8281588533427566e-05
0.00013972067279155453,4.7299756261054426e-05
8.985548367945739e-05,4.7456156607950106e-05
8.763465086758515e-05,4.653557698475197e-05
8.554882060707314e-05,4.560621891869232e-05
8.398245228136147e-05,4.6393255615839735e-05
8.872792807324004e-05,4.738953066407703e-05
8.862809704623942e-05,4.7274515964090824e-05
8.719628783637745e-05,4.6391527575906366e-05
0.00013429644275220198,5.197137943468988e-05
9.030477752958177e-05,4.886988244834356e-05
8.548482446713024e-05,4.694533708970994e-05
8.731181685561751e-05,4.656735109165311e-05
8.459639764168969e-05,4.550660742097534e-05
8.753647898629424e-05,4.7727880883030593e-05
8.729773776394723e-05,4.765995254274458e-05
8.763983100834594e-05,4.645480294129811e-05
0.00013891734852222726,5.122373113408685e-05
8.785376383002585e-05,4.6106822992442176e-05
8.750004866442396e-05,4.5916338422102854e-05
8.993679682589573e-05,4.802089461009018e-05
9.151651340744138e-05,4.796003122464754e-05
8.688461673500569e-05,4.814964995603077e-05
8.697080397723767e-05,4.7608493332518265e-05
8.745691718559101e-05,4.8207297368207946e-05
0.00013780945209873607,5.0376849685562775e-05
8.848631011915131e-05,4.864306902163662e-05
8.666887549679814e-05,4.857892417930998e-05
8.698774206550297e-05,4.64981458208058e-05
8.655343799546245e-05,4.803349656867795e-05
8.892920152447914e-05,4.830775651498698e-05
8.435117558747152e-05,4.6190183638827875e-05
8.799873330644914e-05,4.8307898396160454e-05
0.00013746686727245105,4.724629252450541e-05
8.782119721217896e-05,4.752648965222761e-05
8.561629260839254e-05,4.690367495641112e-05
