epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3669,2.3025,0.0975,2.3024,0.0974
1,2,2,2.3559,2.3025,0.0975,2.3023,0.0974
1,3,3,2.3414,2.3025,0.0975,2.3023,0.0974
1,4,4,2.3243,2.3025,0.0992,2.3023,0.1009
1,5,5,2.3229,2.3025,0.0992,2.3023,0.1009
1,6,6,2.3277,2.3025,0.0992,2.3023,0.1009
1,7,7,2.3189,2.3025,0.0992,2.3023,0.1009
1,8,8,2.3073,2.3025,0.0992,2.3023,0.1009
1,9,9,2.3018,2.3025,0.0992,2.3022,0.1009
1,10,10,2.3028,2.3024,0.0992,2.3022,0.1009
1,11,11,2.3006,2.3024,0.0992,2.3021,0.1009
1,12,12,2.2979,2.3023,0.0992,2.3021,0.1009
1,13,13,2.2982,2.3022,0.0992,2.302,0.1009
1,14,14,2.2918,2.3021,0.0992,2.3018,0.1009
1,15,15,2.2861,2.3019,0.0992,2.3017,0.1009
1,16,16,2.2833,2.3017,0.0992,2.3015,0.1009
1,17,17,2.2874,2.3015,0.0992,2.3013,0.1009
1,18,18,2.2698,2.3013,0.0992,2.301,0.1009
1,19,19,2.275,2.301,0.0998,2.3007,0.1012
1,20,20,2.2749,2.3006,0.1048,2.3003,0.1062
1,21,21,2.2692,2.3002,0.1179,2.2999,0.1194
1,22,22,2.2705,2.2997,0.1396,2.2994,0.1417
1,23,23,2.2602,2.299,0.1678,2.2987,0.1715
1,24,24,2.2537,2.2982,0.2013,2.2979,0.2109
1,25,25,2.2546,2.2973,0.2398,2.2969,0.255
1,26,26,2.2513,2.2961,0.2792,2.2957,0.2957
1,27,27,2.2406,2.2946,0.3121,2.2941,0.3295
1,28,28,2.2284,2.2927,0.3409,2.2922,0.3548
1,29,29,2.2261,2.2905,0.3653,2.2899,0.3775
1,30,30,2.221,2.2878,0.396,2.2871,0.4093
1,31,31,2.2142,2.2847,0.4285,2.2839,0.4433
1,32,32,2.226,2.281,0.454,2.2801,0.4692
