grad_norm,avg_grad_norm
0.00898234755732119,0.0035023067612200975
0.0027190601880041263,0.001040040166117251
0.0020031130601031086,0.0007128479774110019
0.0016211063484661281,0.0006155070732347667
0.0015252229835217197,0.000648647197522223
0.0014192388334777206,0.0006059967563487589
0.0013616346016836662,0.0005857428768649697
0.001447085659795751,0.0005893582128919661
0.0014094255942230423,0.000624663254711777
0.0013784601469524205,0.0006263704271987081
0.0013661632353129487,0.0005552865331992507
0.0013399508122044306,0.000547982519492507
0.0013887026774076123,0.0005684772040694952
0.0013600420788861811,0.000552956887986511
0.0013842264112705986,0.0005894802161492407
0.001390872794824342,0.0005835037445649505
0.0013912439850779872,0.0005787363043054938
0.0013707320322282612,0.0005804845714010298
0.0013367765544292827,0.0005382219678722322
0.0013423197572895635,0.0005440717213787138
0.0014473311215018232,0.0005555166280828416
0.0013585927663370967,0.0005763148656114936
0.0014207734687564273,0.0005491721094585955
0.0013704224353811394,0.0005554519011639059
0.0013806735902714233,0.0005549221532419324
0.0014667261275462806,0.0005875873612239957
0.0013879496448983748,0.0005644921329803765
0.00137579421668003,0.0005524937878362834
0.001327768579358235,0.0005638074944727123
0.0013359642665212352,0.0005380026414059103
0.0014139557412515085,0.0005612988607026637
0.0014422451883244018,0.0005350293940864503
0.001398415130097419,0.000579718966037035
0.0014426692311341565,0.0005762280197814107
0.0014833735379700859,0.0006138061871752143
0.0014429082802962512,0.0005745171220041811
0.0014506794589882095,0.0005968205514363945
0.0014330852718558162,0.0005827854620292783
0.0013822950810814898,0.0005915241781622171
0.0014096605591475964,0.0005394723848439753
0.0014727896583887439,0.0005863825208507478
0.001436212439633285,0.0006100547034293413
0.001463300994752596,0.0005886121070943773
0.0015291926489832501,0.0006090751849114895
0.0013966468201639752,0.0005689146928489208
0.001393415858425821,0.0005640796152874827
0.001505270697331677,0.0005977518740110099
0.0015045039472170174,0.0005798596539534628
0.0014596931093061964,0.0005719501641578972
0.0013903082969288032,0.0005720377084799111
0.0014835837646387517,0.0005660756723955274
0.001376700393545131,0.0005833912291564047
0.001414500312724461,0.0005885761347599328
0.00145656822132878,0.0005642754258587956
0.0015037814737297595,0.0005939656402915716
0.0014841421507298946,0.000573810248170048
0.0014637691686705996,0.0005838826182298362
0.0015107538395871718,0.0005794580210931599
0.0015258938850214083,0.0005927798920311034
0.0014999071136116982,0.000581722822971642
0.0014307339248868327,0.0006104109925217927
0.0013700789228702586,0.00057247094810009
0.0014913729683030397,0.0006054099649190903
0.0014826811966486275,0.0005993111408315599
0.0014492254704236984,0.0005832100287079811
0.0014496246197571356,0.000600554165430367
0.0015215245657600462,0.0005995046813040972
0.0014814982326546062,0.0005930421757511795
0.001509848361214002,0.0005935525987297297
0.0014725726408263047,0.0005842001992277801
0.0015042830879489582,0.00061701430240646
0.0015990803173432748,0.000621026149019599
0.0015771542869818707,0.0006272213067859411
0.0015965726342983544,0.0006012426456436515
0.001477409522825231,0.0005921834381297231
0.0015610507495390873,0.0006366098532453179
0.0015733926362978916,0.0006262721726670861
0.0015072087214017909,0.0006367986206896603
0.0014665815591191251,0.0005981465801596642
0.0015551465718696515,0.0006173916044645011
0.001621559359288464,0.0006185077945701778
0.0015551017519707482,0.000615114055108279
0.0016372326451043289,0.0006755194044671953
0.001563852361869067,0.000651402457151562
0.0015120680909603834,0.0006403657607734203
0.0016560925675245624,0.000646510801743716
0.0016525441509050627,0.0006542392657138407
0.0015559878665953875,0.0006208598497323692
0.0015860970209663112,0.0006491985404863954
0.0016118041821755469,0.0006667656125500798
0.0016387297655455768,0.0006725875427946448
0.001574952407584836,0.0006568215903826058
