epoch,train_loss(total)
1,2.2111801701784133
2,1.9811675116419791
3,1.8300738579034805
4,1.7334886664152145
5,1.6273304265737534
6,1.534037604033947
7,1.4245359306037426
8,1.3186292839050293
9,1.2151729305088521
10,1.1377125570178033
11,1.0487386193871497
12,0.9884453123807907
13,0.9351217369735241
14,0.8888677030801773
15,0.8318755567073822
16,0.8022657508403063
17,0.7658830319344997
18,0.7412830925732851
19,0.7184357628971338
20,0.6894274858385324
21,0.668714080825448
22,0.6476103819161654
23,0.6222051323950291
24,0.6109489282220602
25,0.5914523126929998
26,0.5757597120851279
27,0.554465834647417
28,0.5557729030400514
29,0.5357168430835009
30,0.5245790849626064
31,0.5125674123317003
32,0.4961246820539236
33,0.4835373419523239
34,0.47024315476417544
35,0.4691186957061291
36,0.457818406522274
37,0.44981622900813817
38,0.4363184383884072
39,0.43693319741636516
40,0.42560130294412374
41,0.4187001213058829
42,0.4107681251317263
43,0.3979006418585777
44,0.3934938394278288
45,0.384041354842484
46,0.37903446026146415
47,0.3777976605296135
48,0.3641180631890893
49,0.3608124466240406
50,0.36042289320379495
51,0.353010118752718
52,0.3451380420103669
53,0.3465769949927926
54,0.3306322390586138
55,0.33471592247486115
56,0.32309648364782334
57,0.32012304361909627
58,0.30897317130118607
59,0.30888624999672176
60,0.31524104161188005
61,0.2977657587453723
62,0.2898629616573453
63,0.2936592285335064
64,0.2895471357181668
65,0.2755415844917297
66,0.2791080495342612
67,0.27402962036430834
68,0.2739190325699747
69,0.2721593246795237
70,0.27121796933934095
71,0.25826165506616233
72,0.2549129822663963
73,0.2517463435232639
74,0.24429343143478036
75,0.24381761364638804
76,0.24183922681957484
77,0.24373827872797846
78,0.23053773056715726
79,0.23361906323581935
80,0.23880505366250873
81,0.22780280150473117
82,0.2208393919840455
