epoch,train_loss(total)
1,2.2962257754802704
2,2.203856576681137
3,2.209530205130577
4,2.4388096457719803
5,2.54909872174263
6,2.503657563328743
7,2.4085895192623137
8,2.3510082685947418
9,2.3194287991523743
10,2.2874242424964906
11,2.2639329597353934
12,2.208388518691063
13,2.169100946187973
14,2.1491990712285043
15,2.136688115298748
16,2.135786094367504
17,2.1396495467424392
18,2.1406234884262085
19,2.135670103430748
20,2.136154768764973
21,2.1248339638113976
22,2.1344644638895987
23,2.1243781372904778
24,2.1294679310917854
25,2.126455501317978
26,2.1136478862166403
27,2.1087129029631613
28,2.0970767638087273
29,2.074834258258343
30,2.077606585621834
31,2.058873660862446
32,2.0626306983828546
33,2.058339794576168
34,2.0494787710905076
35,2.057886714339256
36,2.0452556988596915
37,2.032067402303219
38,2.0442168894410133
39,2.0332823532819746
40,2.0263808783888817
41,2.0055844190716745
42,2.0048230183124542
43,2.016800437271595
44,2.029020928144455
45,2.0222925320267677
46,2.032882755100727
47,2.0138612875342368
48,2.0044243216514586
49,2.002440209686756
50,1.9852175334095954
51,1.9819961738586427
52,1.981997542977333
53,1.9733834433555604
54,1.9746700784564017
55,1.960618976354599
56,1.9532815104722976
57,1.9630633851885795
58,1.948246978521347
59,1.9641908380389212
60,1.9855294406414032
61,1.9877848207950592
62,1.995292683839798
63,1.9907731515169145
64,1.966908309161663
65,1.9485581761598587
66,1.9301119294762612
67,1.9086904740333557
68,1.9047125655412673
69,1.9019789117574692
70,1.9057987785339356
71,1.9137290233373643
72,1.911423365175724
73,1.9181951409578324
74,1.9399366530776023
75,1.9477804803848267
76,1.958613391816616
77,1.9531926727294922
78,1.9356423068046569
79,1.9329165136814117
80,1.9297200015187264
81,1.9248814618587493
82,1.9361804777383804
83,1.9349256619811057
84,1.9268604293465614
85,1.916128520965576
